gvkey,cik,datadate,fyear,Company name,Net profit margin,Gross profit margin,Operating profit margin,2020 ROA(return on assets),2020 Total assets turnover,working capital,Current ratio,Quick ratio,Cash ratio,Financial leverage,Debt to total assets ratio
174428,1337013,12/31/2020,2020,INFUSYSTEM HOLDINGS INC,0.177968538,0.695147246,0.242432333,0.178696993,3.27123711,6.774,1.29456016,1.164064878,0.523981389,2.380030428,0.579837304
174541,1350381,12/31/2019,2019,INNERWORKINGS INC,-0.008701593,0.22629237,0.033953917,null,null,128.228,1.520327711,1.378396913,0.246277953,3.5302998,0.716737938
174637,1362004,12/31/2019,2019,ICF INTERNATIONAL INC,0.046626198,0.35531222,0.08880675,null,null,96.735,1.286213467,1.286213467,0.070666485,1.955377573,0.488589818
174637,1362004,12/31/2020,2020,ICF INTERNATIONAL INC,0.036472169,0.354687018,0.092599585,0.032963072,3.167866716,48.648,1.113922539,1.113922539,0.251691345,2.232097794,0.551990955
174729,1361658,12/31/2019,2019,TRAVEL PLUS LEISURE CO,0.125401929,0.546376453,0.26020282,null,null,0,null,null,null,-14.06226415,1.070307259
174729,1361658,12/31/2020,2020,TRAVEL PLUS LEISURE CO,-0.10782241,0.523044397,0.21564482,-0.033495337,null,0,null,null,null,-7.808205128,1.127150926
174738,1308569,04/30/2020,2019,MAJOR LEAGUE FOOTBALL INC,null,null,null,null,null,-4.662,0.011869436,0.011869436,0.011869436,-0.027662819,37.1496063
174738,1308569,04/30/2021,2020,MAJOR LEAGUE FOOTBALL INC,null,null,null,-1.293706294,0,-4.32,0.016393443,0.016393443,0.016393443,-0.033654978,30.71328671
175008,1178879,12/31/2019,2019,AMICUS THERAPEUTICS INC,-1.955629208,-0.027211818,-1.624066463,null,null,391.261,4.03745769,3.928453871,3.670061795,1.784555806,0.439636465
175008,1178879,12/31/2020,2020,AMICUS THERAPEUTICS INC,-1.061199144,0.143721779,-0.900807249,-0.312290755,0.450215628,449.793,4.46859095,4.317784324,3.955936334,3.095607235,0.676961603
175055,1287808,12/31/2019,2019,HILL INTERNATIONAL INC,0.037413963,0.341943008,0.034725598,null,null,79.803,1.872154403,1.872154403,0.327001891,2.464871933,0.59106811
175055,1287808,12/31/2020,2020,HILL INTERNATIONAL INC,-0.022202082,0.325153857,0.040187342,-0.030080993,2.014860336,97.932,2.152534394,2.152534394,0.557354862,2.524680701,0.598204405
175110,1362988,12/31/2019,2019,AIRCASTLE LTD,0.181631207,0.882417357,0.882417357,null,null,0,null,null,null,3.995766518,0.749735127
175263,1365135,12/31/2019,2019,WESTERN UNION CO,0.199977325,0.472988039,0.250033068,null,null,0,null,null,null,-221.7341772,1.004509905
175263,1365135,12/31/2020,2020,WESTERN UNION CO,0.153940021,0.462998966,0.254850052,0.078377895,null,0,null,null,null,50.89121115,0.980350242
175269,1341766,12/31/2019,2019,CELSIUS HOLDINGS INC,0.132686601,0.417421853,-0.010672415,null,null,24.826,1.930405127,1.35730615,1.021661732,1.424258182,0.297880109
175269,1341766,12/31/2020,2020,CELSIUS HOLDINGS INC,0.065205085,0.471849517,0.067935988,0.064924975,1.403377312,66.786,3.533131045,2.835084392,2.195145079,1.258446998,0.205369792
175299,1282224,12/31/2019,2019,DOLPHIN ENTERTAINMENT INC,-0.047716183,0.12886969,-0.085553156,null,null,-15.627,0.305188742,0.305188742,0.145969499,4.39430223,0.772409095
175299,1282224,12/31/2020,2020,DOLPHIN ENTERTAINMENT INC,-0.080606942,0.228143837,-0.021824984,-0.039289188,1.73107369,-2.957,0.824541625,0.824541625,0.524060998,2.50925361,0.601454855
175404,1274494,12/31/2019,2019,FIRST SOLAR INC,-0.037521583,0.246321639,0.132712854,null,null,2281.626,2.730854311,2.353754491,1.813405017,1.47459929,0.321849667
175404,1274494,12/31/2020,2020,FIRST SOLAR INC,0.146922251,0.347605162,0.215867699,0.056035851,0.899419645,2167.137,3.557401599,2.887566409,2.540288035,1.287633347,0.223381406
175424,1367083,03/31/2020,2019,SONOMA PHARMACEUTICALS INC,-0.155576679,0.456537812,-0.335815378,null,null,7.518,2.545323741,2.094758479,1.259815005,1.672716829,0.402170181
175424,1367083,03/31/2021,2020,SONOMA PHARMACEUTICALS INC,-0.212034999,0.364270761,-0.172956144,-0.263561754,1.434876377,8.905,3.183668465,2.563266307,1.875183914,2.794517994,0.642156536
175457,1354866,11/30/2019,2019,BYRNA TECHNOLOGIES INC,-4.772727273,0.178571429,-3.329004329,null,null,-0.726,0.80244898,0.539319728,0.380136054,-1.797379032,1.556365676
175457,1354866,11/30/2020,2020,BYRNA TECHNOLOGIES INC,-0.757756851,0.467825667,-0.203247616,-0.591676094,0.997591232,4.742,1.399696561,0.936699258,0.818105192,2.52301106,0.60364819
175490,1121702,12/31/2019,2019,YIELD10 BIOSCIENCE INC,-16.07444169,-9.929280397,-9.929280397,null,null,9.477,5.294064341,5.294064341,5.252378795,-4.09253366,1.24434741
175490,1121702,12/31/2020,2020,YIELD10 BIOSCIENCE INC,-12.77346683,-11.62202753,-11.62202753,-0.702795758,0.077257784,8.528,5.701212789,5.701212789,5.638919515,1.52349979,0.343616582
175533,1113148,12/31/2019,2019,INFINITY PHARMACEUTICALS INC,-15.43358478,-1.325024598,-14.90488685,null,null,34.883,4.596927201,4.596927201,4.596927201,6.344033135,0.842371567
175533,1113148,12/31/2020,2020,INFINITY PHARMACEUTICALS INC,-23.55555556,0.677719604,-22.11401978,-1.029832905,0.047723487,24.973,3.260613741,3.260613741,3.260613741,-1.710339728,1.584679163
175649,1355790,12/31/2019,2019,INTERNATIONAL STEM CELL CORP,-0.450274493,0.601245777,-0.574641047,null,null,1.539,1.804495557,1.153162572,0.361212755,-2.28828206,0.786706949
175649,1355790,12/31/2020,2020,INTERNATIONAL STEM CELL CORP,-0.382154882,0.632575758,-0.359848485,-0.515226026,3.265231333,0.7,1.472016183,0.853674983,0.581928523,-1.218764408,1.006241725
175654,1370450,12/31/2019,2019,WILLDAN GROUP INC,0.010925324,0.304611385,0.056587805,null,null,43.495,1.329562503,0.561116247,0.088696601,2.629831777,0.619747541
175654,1370450,12/31/2020,2020,WILLDAN GROUP INC,-0.037076065,0.330945317,0.026604941,-0.035328266,2.395666746,39.234,1.316482346,0.812920972,0.274012051,2.425592916,0.587729667
175689,7431,12/31/2019,2019,ARMSTRONG WORLD INDUSTRIES,0.206627493,0.450052981,0.298911473,null,null,89.2,1.574742268,1.133376289,0.391752577,4.09235407,0.755641867
175689,7431,12/31/2020,2020,ARMSTRONG WORLD INDUSTRIES,-0.105774362,0.445298324,0.275589711,-0.05766657,3.004810776,139.5,1.809634359,1.336622171,0.86883343,3.811266356,0.737620017
175908,1360565,12/31/2019,2019,WHERE FOOD COMES FROM INC,0.064741276,0.488904934,0.126594465,null,null,3.119,2.137490883,2.137490883,1.22027717,1.526236505,0.344793552
175908,1360565,12/31/2020,2020,WHERE FOOD COMES FROM INC,0.068987846,0.494371389,0.133691971,0.071215549,2.686111854,4.35,2.392445583,2.392445583,1.589628681,1.560333761,0.359111477
175955,1111928,12/31/2019,2019,IPG PHOTONICS CORP,0.137103762,0.528456596,0.294495356,null,null,1704.73,9.883243705,7.898970318,6.606011339,1.136864072,0.120124771
175955,1111928,12/31/2020,2020,IPG PHOTONICS CORP,0.132896486,0.521605298,0.271556161,0.05435569,0.558976238,1933.499,10.01070473,8.309724203,7.035968273,1.132242551,0.116356917
175966,1369568,12/31/2019,2019,CATALYST PHARMACEUTICALS INC,0.311565304,0.85626454,0.311584853,null,null,87.265,4.62110461,4.539897921,4.102659861,1.282391875,0.220207162
175966,1369568,12/31/2020,2020,CATALYST PHARMACEUTICALS INC,0.629722943,0.857675544,0.347643882,0.389817732,0.747739318,136.488,6.997890666,6.79350501,6.511205836,1.134176111,0.118302713
176017,1368148,12/31/2019,2019,ATHERSYS INC,-7.914432807,-7.951358069,-7.951358069,null,null,24.334,2.89561424,2.89561424,2.820674612,1.790468824,0
176017,1368148,12/31/2020,2020,ATHERSYS INC,-54.69791667,-53.77916667,-53.77916667,-1.319037412,0.026392478,31.607,2.376971334,2.376971334,2.373094014,1.904023978,0
176018,1304730,06/30/2019,2019,HQDA ELDERLY LF NTWRK CORP,-3.813807531,-0.292887029,-2.60041841,null,null,-1.413,0.395895682,0.395895682,0.15006413,1.092202775,0.0844191
176018,1304730,06/30/2020,2020,HQDA ELDERLY LF NTWRK CORP,-9.708163265,0.726530612,-1.459183673,-0.187623255,1.335149864,-4.472,0.075842116,0.075842116,0.024798512,1.235876188,0.190857458
176022,1367644,12/31/2019,2019,EMERGENT BIOSOLUTIONS INC,0.049276673,0.68074141,0.251175407,null,null,469.9,3.172445677,2.143781785,0.871012483,2.138079927,0.532290637
176022,1367644,12/31/2020,2020,EMERGENT BIOSOLUTIONS INC,0.19615533,0.706442073,0.400090009,0.105819922,1.300610419,811.4,3.110273082,2.31183355,1.711313394,1.992536282,0.498127081
176035,1282631,12/31/2019,2019,NETLIST INC,-0.477033291,0.105045397,-0.433590009,null,null,5.442,1.386807875,1.138318288,0.877318928,-2.647494918,1.37771555
176035,1282631,12/31/2020,2020,NETLIST INC,-0.153872211,0.145615447,-0.141635263,-0.28759101,1.895577494,-2.726,0.90138909,0.78570395,0.616408624,-9.645801527,1.103672048
176082,1304161,10/31/2019,2019,PHARMA-BIO SERV INC,0.106987235,0.321679397,0.09201825,null,null,22.304,7.075728684,7.075728684,4.343230727,1.292424904,0.226260654
176082,1304161,10/31/2020,2020,PHARMA-BIO SERV INC,0.095112224,0.31311445,0.10721573,0.068551756,0.75440806,24.791,7.535987345,7.535987345,4.64170841,1.317031298,0.240716601
176161,1309057,06/30/2019,2019,CHINA HEALTH INDUSTRIES HLDG,0.356549865,0.781024259,0.579946092,null,null,29.832,4.479762044,4.379797037,4.144756795,1.230568555,0.187367501
176161,1309057,06/30/2020,2020,CHINA HEALTH INDUSTRIES HLDG,0.357531212,0.75302054,0.573600483,0.073617215,0.237658826,33.223,4.877567694,4.783380019,4.239028945,1.21599274,0.177626669
176169,1316517,12/31/2019,2019,KANDI TECHNOLOGIES GROUP,-0.052961154,0.249983424,0.069330563,null,null,63.699,1.483032918,1.272701766,0.210907464,1.703952593,0.413129212
176169,1316517,12/31/2020,2020,KANDI TECHNOLOGIES GROUP,-0.135125648,0.276803474,-0.072996971,-0.02098738,0.250462366,223.319,3.66499994,3.429943793,2.302731601,1.226573742,0.184720848
176198,1098880,12/31/2019,2019,INTELGENX TECHNOLOGIES CORP,-14.36657682,-11.62398922,-11.62398922,null,null,-5.227,0.381200426,0.33597727,0.24647804,37.6109215,0.973411978
176198,1098880,12/31/2020,2020,INTELGENX TECHNOLOGIES CORP,-4.562176166,-3.623056995,-3.623056995,-0.633567188,0.358652729,-0.063,0.985576923,0.929716117,0.643772894,-11.66631689,1.085716856
176247,1374535,12/31/2019,2019,ALTRA INDUSTRIAL MOTION CORP,0.069352816,0.427839267,0.200261709,null,null,327.6,1.964380336,1.309390639,0.578157198,2.228424283,0.551252422
176247,1374535,12/31/2020,2020,ALTRA INDUSTRIAL MOTION CORP,-0.014774044,0.434530707,0.208574739,-0.006059742,2.306869821,387.6,2.074875208,1.491403217,0.804492512,2.10752742,0.525510325
176251,1371489,12/31/2019,2019,INFORMATION SERVICES GROUP,0.012571351,0.423625561,0.080662094,null,null,58.55,2.419359531,2.419359531,0.550895736,2.439447331,0.590071084
176251,1371489,12/31/2020,2020,INFORMATION SERVICES GROUP,0.011058572,0.398389583,0.073383963,0.011502171,2.173607294,63.954,2.262391188,2.262391188,0.930538284,2.416050516,0.586101369
176346,1289636,12/31/2019,2019,PROFIRE ENERGY INC,0.051845771,0.513532234,0.123444755,null,null,22.915,5.419479267,3.573384764,2.478881389,1.121875805,0.108635737
176346,1289636,12/31/2020,2020,PROFIRE ENERGY INC,-0.101402675,0.467123352,-0.089286546,-0.045030317,0.83058523,23.421,10.69813665,7.213664596,5.444720497,1.065040113,0.061068228
176362,1368622,04/30/2020,2019,AEROVIRONMENT INC,0.111828062,0.443756534,0.153963016,null,null,436.974,7.526578346,6.846474392,4.613609547,1.147191318,0.128305816
176362,1368622,04/30/2021,2020,AEROVIRONMENT INC,0.059078985,0.465470788,0.176099992,0.025125839,0.983253577,305.453,4.175682279,3.430805219,2.034755939,1.517034176,0.340803992
176363,1356104,12/31/2019,2019,MELLANOX TECHNOLOGIES LTD,0.154140012,0.718485077,0.241810314,null,null,894.413,3.736739521,3.436785724,2.73341656,1.280185645,0.218863293
176378,1140215,12/31/2019,2019,REEDS INC,-0.476404494,0.234683619,-0.419781195,null,null,4.885,1.519073425,0.402507704,0.141642758,15.18708452,0.928276638
176378,1140215,12/31/2020,2020,REEDS INC,-0.244551244,0.30887901,-0.204926108,-0.507403899,2.254944459,9.528,2.067323849,0.821776633,0.216870169,1.945392823,0.481278357
176503,1096938,12/31/2019,2019,UNITED HEALTH PRODUCTS INC,-1320.4,0.8,-1218.8,null,null,-0.904,0.09327984,0.016048144,0.016048144,-0.102876106,10.72043011
176503,1096938,12/31/2020,2020,UNITED HEALTH PRODUCTS INC,-15711,1,-14848,-72.40092166,0.00862069,-1.054,0.099145299,0.039316239,0.039316239,-0.227701994,5.391705069
176523,1377630,12/31/2019,2019,NATIONAL CINEMEDIA INC,0.081160072,0.697616906,0.454136691,null,null,134.8,2.128033473,2.128033473,0.643514644,-2.977602108,1.107256637
176523,1377630,12/31/2020,2020,NATIONAL CINEMEDIA INC,-0.723451327,0.51880531,-0.23119469,-0.07379824,0.452226113,149.9,3.998,3.998,3.674,-1.873176918,1.303091853
176567,1375365,06/30/2019,2019,SUPER MICRO COMPUTER INC,0.020545887,0.148477299,0.050952473,null,null,815.802,2.34627679,1.240299421,0.453668422,1.78806289,0.440639869
176567,1375365,06/30/2020,2020,SUPER MICRO COMPUTER INC,0.025247351,0.167327637,0.049035406,0.043941405,2.096536141,885.126,2.250822811,1.047521674,0.342915486,1.800632543,0.444552565
176572,1377789,06/30/2019,2019,AVIAT NETWORKS INC,0.039933076,0.343388365,0.02695011,null,null,43.786,1.532605126,1.416939339,0.447275912,2.365806253,0.577311118
176572,1377789,06/30/2020,2020,AVIAT NETWORKS INC,0.001076927,0.373291374,0.049505116,0.001429358,1.705194712,45.98,1.489305097,1.327221454,0.55308077,2.617914707,0.618016585
176636,1360214,12/31/2019,2019,HARROW HEALTH INC,0.003283495,0.714570507,0.027958565,null,null,24.483,2.99308043,2.724356887,2.502035168,2.132185775,0.535956673
176636,1360214,12/31/2020,2020,HARROW HEALTH INC,-0.068691044,0.745943402,0.057191381,-0.05840902,1.217786748,29.332,3.716177424,3.349291601,3.102787295,2.114336166,0.533215019
176670,1138723,06/30/2019,2019,ACCURAY INC,-0.039232542,0.408125888,0.029960481,null,null,151.894,1.790369495,1.161675712,0.577611731,8.786288625,0.886186302
176670,1138723,06/30/2020,2020,ACCURAY INC,0.009994046,0.410643776,0.052398884,0.007795456,1.071169221,175.215,1.961288411,1.22406746,0.724306116,7.714732459,0.870377877
176692,1355250,06/30/2019,2019,INNOVATION PHARMACEUTICALS I,null,null,null,null,null,-6.671,0.085663377,0.085663377,0.085663377,-0.97989828,2.020514088
176692,1355250,06/30/2020,2020,INNOVATION PHARMACEUTICALS I,-15.71631206,-10.07565012,-10.07565012,-0.718858131,0.069230769,-1.259,0.829149138,0.829149138,0.829149138,6.325581395,0.841911765
176760,1381531,12/31/2019,2019,DOMTAR CORP,0.016091954,0.190613027,0.107088123,null,null,752,1.981723238,0.955613577,0.122715405,2.063552189,0.515398735
176760,1381531,12/31/2020,2020,DOMTAR CORP,-0.034775465,0.136363636,0.06407448,-0.026153213,1.428794992,1729,3.090689238,2.328899637,1.804111245,2.148672566,0.534596376
176768,1378590,09/30/2019,2019,BRIDGELINE DIGITAL INC,-0.951969453,0.460409968,-0.570036174,null,null,-2.162,0.436538963,0.436538963,0.181391712,2.9386196,0.659704169
176768,1378590,09/30/2020,2020,BRIDGELINE DIGITAL INC,0.029889062,0.585312185,-0.029889062,0.030581614,5.725459318,-1.7,0.528432732,0.528432732,0.343966713,2.447199265,0.591369606
176782,1366246,12/31/2019,2019,GLU MOBILE INC,0.021563952,0.667250067,0.040988767,null,null,63.885,1.42376985,1.42376985,1.229386948,2.058472477,0.514202881
176782,1366246,12/31/2020,2020,GLU MOBILE INC,0.037828248,0.661671495,0.059858803,0.031271459,1.167252609,282.37,2.562627973,2.562627973,2.37131299,1.567644224,0.36210016
176867,1358190,12/31/2019,2019,IT TECH PACKAGING INC,0.018883646,0.24642265,0.163252986,null,null,7.206,1.428036828,1.332580933,0.6999703,1.145805597,0.127251601
176867,1358190,12/31/2020,2020,IT TECH PACKAGING INC,-0.055021151,0.212951864,0.10242414,-0.027787506,6.770608357,-3.431,0.812922574,0.74563795,0.290567067,1.141615262,0.12404815
176874,1314772,12/31/2019,2019,SUMMER INFANT INC,-0.024044208,0.316922757,0.036314607,null,null,28.129,1.780169186,1.002024685,0.092663986,16.3967401,0.939012267
176874,1314772,12/31/2020,2020,SUMMER INFANT INC,-0.007095989,0.327439327,0.059961751,-0.014745039,2.903979206,14.954,1.388173606,0.73603468,0.061260513,14.59707031,0.931493102
176928,1383312,06/30/2019,2019,BROADRIDGE FINANCIAL SOLUTNS,0.110517629,0.321580854,0.189193526,null,null,239.7,1.298654373,1.272364814,0.445053576,3.441862528,0.709459634
176928,1383312,06/30/2020,2020,BROADRIDGE FINANCIAL SOLUTNS,0.102119673,0.329565025,0.188474277,0.094584646,3.410391566,-13.1,0.990231899,0.974200283,0.443814779,3.631489046,0.724630864
176992,1401040,12/31/2019,2019,DIAMEDICA THERAPEUTICS INC,null,null,null,null,null,9.752,6.706260971,6.706260971,6.081334114,1.188461538,0.158576052
176992,1401040,12/31/2020,2020,DIAMEDICA THERAPEUTICS INC,null,null,null,-0.437515572,0,25.893,13.76775148,13.76775148,13.60009862,1.079995387,0.074070119
177108,1385280,12/31/2019,2019,CINEMARK HOLDINGS INC,0.058294313,0.20362103,0.20362103,null,null,-73.81,0.895866253,0.86527088,0.741393905,4.059033412,0.751489743
177108,1385280,12/31/2020,2020,CINEMARK HOLDINGS INC,-0.898760036,-0.482419023,-0.482419023,-0.110882015,0.768762034,286.306,1.472108581,1.451343164,1.13735384,7.059787582,0.85637602
177109,1388430,12/31/2019,2019,CAI INTERNATIONAL INC,0.074449033,0.708930715,0.586279829,null,null,211.722,1.736665205,1.736665205,1.181074856,4.923461294,0.761097125
177109,1388430,12/31/2020,2020,CAI INTERNATIONAL INC,0.094325761,0.942301871,0.855190077,0.010614966,1.369655552,-105.588,0.670295082,0.670295082,0.219703357,4.366211824,0.731213581
177111,1293282,12/31/2019,2019,TECHTARGET INC,0.12597326,0.764387079,0.207066447,null,null,71.028,5.330183503,5.330183503,3.67792477,1.448882322,0.309812823
177111,1293282,12/31/2020,2020,TECHTARGET INC,0.115032081,0.754994069,0.234256214,0.037383259,1.16133779,81.345,2.752445172,2.752445172,1.886768064,2.254589987,0.556460374
177179,1378624,12/31/2019,2019,CELLULAR BIOMEDICINE GROUP,-147.0117647,-133.3941176,-133.3941176,null,null,10.357,1.43750264,1.43750264,1.405778735,1.746724577,0.427499897
177182,1385508,12/31/2019,2019,OPIANT PHARMACEUTICALS INC,0.286105627,0.270779862,0.270779862,null,null,33.645,6.997326203,6.997326203,5.710695187,1.170414923,0.145602145
177182,1385508,12/31/2020,2020,OPIANT PHARMACEUTICALS INC,-0.062818565,-0.071459916,-0.071459916,-0.030702985,0.501277517,52.679,9.205451713,9.205451713,7.817445483,1.707793306,0.414449046
177227,1145197,12/31/2019,2019,INSULET CORP,0.015713899,0.684773774,0.105526957,null,null,433.3,3.747622067,3.107165504,2.582117945,15.05797101,0.93358999
177227,1145197,12/31/2020,2020,INSULET CORP,0.007518797,0.695267581,0.127598408,0.003630733,0.724273244,1040.9,6.009143407,5.266602502,4.863330125,3.102882704,0.677719045
177228,1389545,12/31/2019,2019,NOVABAY PHARMACEUTICALS INC,-1.463555084,0.746476739,-1.390362176,null,null,3.694,1.649551609,1.563038509,1.375593459,11.53134635,0.913279857
177228,1389545,12/31/2020,2020,NOVABAY PHARMACEUTICALS INC,-1.111234145,0.605496275,-0.647171331,-0.724438903,0.697514394,11.409,5.027179668,4.812566184,4.422167314,1.237051469,0.191626198
177257,1138639,12/31/2019,2019,INFINERA CORP,-0.29765834,0.368464775,-0.063951989,null,null,227.512,1.318056699,0.842144554,0.353348646,4.212653447,0.762619923
177257,1138639,12/31/2020,2020,INFINERA CORP,-0.152496024,0.368816373,-0.005541474,-0.119320842,1.276608408,427.987,1.675179764,1.250328923,0.74640866,4.06418491,0.753948203
177287,1232524,12/31/2019,2019,JAZZ PHARMACEUTICALS PLC,0.242102157,0.947918387,0.468370463,null,null,1265.778,4.472737249,4.257071525,3.280400011,1.780465688,0.438339258
177287,1232524,12/31/2020,2020,JAZZ PHARMACEUTICALS PLC,0.100955886,0.944895152,0.44158469,0.036508509,0.832368515,2185.823,4.343540677,4.197618337,3.591128039,1.785916567,0.440055013
177315,1391127,12/31/2019,2019,LIMELIGHT NETWORKS INC,-0.079966506,0.502093364,0.021631428,null,null,34.185,2.194110661,2.194110661,0.87980299,1.257192095,0.204576609
177315,1391127,12/31/2020,2020,LIMELIGHT NETWORKS INC,-0.083742409,0.454768586,0.038124365,-0.061356938,1.345738773,145.256,6.630513993,6.630513993,5.229824017,1.793335312,0.442379797
177367,1386570,12/31/2019,2019,CHROMADEX CORP,-0.694454646,0.578449375,-0.606143743,null,null,18.455,2.225187546,1.459403837,1.31501029,1.968549768,0.492011827
177367,1386570,12/31/2020,2020,CHROMADEX CORP,-0.336247194,0.614070911,-0.287965979,-0.519448355,1.839194264,15.743,1.955511046,1.246419034,1.082908473,2.335484657,0.571823348
177528,1320760,12/31/2019,2019,TSS INC,0.003843924,0.201073858,0.025931236,null,null,2.585,1.222844828,1.090603448,0.757413793,6.123039387,0.836682416
177528,1320760,12/31/2020,2020,TSS INC,0.00175314,0.150969775,0.002862722,0.003318212,2.147036402,2.904,1.160583942,1.105120549,1.054523336,7.479736098,0.866305444
177637,1411579,12/31/2019,2019,AMC ENTERTAINMENT HOLDINGS,-0.027252787,0.147596417,0.11963078,null,null,-1260.1,0.348179185,0.328781295,0.191237327,11.26321858,0.911215432
177637,1411579,12/31/2020,2020,AMC ENTERTAINMENT HOLDINGS,-3.693737927,-0.764488088,-0.890614939,-0.446566891,2.551129363,-1091.5,0.308520748,0.295026924,0.232309154,-3.561886936,1.27813242
177744,1392972,12/31/2019,2019,PROS HOLDINGS INC,-0.275955324,0.651733284,-0.154381746,null,null,189.811,1.967761836,1.967761836,1.635978464,3.111026934,0.678562731
177744,1392972,12/31/2020,2020,PROS HOLDINGS INC,-0.304978924,0.634662314,-0.183013501,-0.14257062,0.640182602,246.382,2.665666112,2.665666112,2.330493922,4.613677726,0.783253175
177764,894158,12/31/2019,2019,SYNTHETIC BIOLOGICS INC,null,null,null,null,null,11.151,3.113933649,3.113933649,3.113364929,-5.862244898,0.333507398
177764,894158,12/31/2020,2020,SYNTHETIC BIOLOGICS INC,null,null,null,-1.194173603,0,4.968,2.674983142,2.674983142,2.516857721,-1.160960795,0.374791914
177780,1158172,12/31/2019,2019,COMSCORE INC,-0.872251026,0.519242496,-0.051126349,null,null,-36.254,0.809427188,0.809427188,0.431724638,2.794469715,0.642150353
177780,1158172,12/31/2020,2020,COMSCORE INC,-0.134587514,0.526317563,0.063698615,-0.070678644,2.598233963,-47.245,0.743616877,0.743616877,0.367119794,2.960696974,0.662241692
177871,1207074,03/31/2020,2019,VIRTUSA CORP,0.036502797,0.29370875,0.088198201,null,null,429.285,2.704140814,2.704140814,1.565669076,3.364189905,0.622481895
177881,937556,12/31/2019,2019,MASIMO CORP,0.209221858,0.69591944,0.26092274,null,null,823.843,5.783694018,5.110882075,4.142109756,1.195444029,0.16349074
177881,937556,12/31/2020,2020,MASIMO CORP,0.210101211,0.675295346,0.248874748,0.140318075,1.03866723,867.329,4.709133752,3.785614704,3.00992576,1.216594916,0.178045397
177900,1382943,06/30/2019,2019,PREDICTIVE TECHNOLOGY GROUP,-0.351887617,0.625373615,-0.248080195,null,null,-5.144,0.634529307,0.224156306,0.122273535,1.273125488,0.216203039
177900,1382943,06/30/2020,2020,PREDICTIVE TECHNOLOGY GROUP,-3.5092263,0.157767685,-1.467288572,-1.022983707,3.172507788,-13.132,0.369744673,0.29703398,0.290458821,1.516404413,0.344922592
177925,1390844,12/31/2019,2019,WABCO HOLDINGS INC,0.071841936,0.331794002,0.14757117,null,null,1342.8,3.349606299,2.837095363,1.860192476,3.012311595,0.644274355
177943,1393883,12/31/2019,2019,DHI GROUP INC,0.084026244,0.89129678,0.194182232,null,null,-41.031,0.446297721,0.446297721,0.129023116,1.726610627,0.420830624
177943,1393883,12/31/2020,2020,DHI GROUP INC,-0.219282865,0.875458437,0.155174681,-0.124550287,4.087740779,-31.9,0.512120517,0.512120517,0.185715378,1.889056988,0.470635345
177966,1411207,12/31/2019,2019,ALLISON TRANSMISSION HLDGS,0.223869533,0.578576723,0.390659748,null,null,269,1.645083933,1.167865707,0.561151079,5.697823303,0.824494382
177966,1411207,12/31/2020,2020,ALLISON TRANSMISSION HLDGS,0.143680923,0.553099471,0.333974051,0.066785794,2.752645503,383,2.026809651,1.54155496,0.930294906,5.921957672,0.831136922
177981,1269026,12/31/2019,2019,SINTX TECHNOLOGIES INC,-6.962264151,0.355587808,-9.41509434,null,null,1.997,1.96660213,1.915295257,1.01500484,1.758362168,0.431288947
177981,1269026,12/31/2020,2020,SINTX TECHNOLOGIES INC,-11.83333333,0.34006734,-14.17676768,-0.230860183,0.02152954,24.711,9.583188607,9.548801667,8.889892324,1.179933344,0.152494499
177983,1398659,12/31/2019,2019,GENPACT LTD,0.086600561,0.37255787,0.151972011,null,null,641.465,1.704743186,1.704743186,0.679239209,2.636905322,0.620767575
177983,1398659,12/31/2020,2020,GENPACT LTD,0.083107217,0.380389483,0.168170828,0.063255397,2.121015994,546.232,1.454195617,1.454195617,0.714108841,2.656981762,0.623633096
178015,1397187,01/31/2020,2019,LULULEMON ATHLETICA INC,0.162238748,0.599432412,0.264127876,null,null,1187.52,2.914064389,2.078316554,2.013490905,1.6808338,0.405057181
178015,1397187,01/31/2021,2020,LULULEMON ATHLETICA INC,0.133786731,0.600722782,0.22676816,0.140712723,2.072078005,1241.201,2.405380342,1.672538265,1.586816021,1.635765894,0.388665576
178073,1464790,12/31/2019,2019,B. RILEY FINANCIAL INC,0.125148747,0.878096094,0.288244964,null,null,0,null,null,null,6.427599401,0.829664935
178073,1464790,12/31/2020,2020,B. RILEY FINANCIAL INC,0.227255154,0.893662605,0.417221932,0.077044237,null,0,null,null,null,5.194699036,0.795826088
178081,1099590,12/31/2019,2019,MERCADOLIBRE INC,-0.074902213,0.483817109,-0.040837185,null,null,2036.536,2.16219412,2.157271503,1.773321654,2.411195994,0.564596918
178081,1099590,12/31/2020,2020,MERCADOLIBRE INC,-0.00017793,0.434158096,0.052595908,-0.00010833,0.743147265,1710.927,1.47056751,1.438074689,1.059531393,3.951573586,0.746936258
178083,1124610,01/31/2020,2019,VMWARE INC -CL A,0.593099621,0.873184719,0.227916011,null,null,-3633,0.648101511,0.648101511,0.322065091,3.751462405,0.733437286
178083,1124610,01/31/2021,2020,VMWARE INC -CL A,0.174895895,0.867510835,0.247216793,0.070926385,1.36634928,226,1.026949678,1.026949678,0.62031958,3.20583361,0.688068652
178097,1087294,12/31/2019,2019,CUMBERLAND PHARMACEUTICALS,-0.074430934,0.81587916,-0.000483864,null,null,26.013,2.077142857,1.687412008,1.282401656,2.045048217,0.51137744
