,gvkey,cik,datadate,fyear,Company name,Net profit margin,Gross profit margin,Operating profit margin,2020 ROA(return on assets),2020 Total assets turnover,working capital,Current ratio,Quick ratio,Cash ratio,Financial leverage,Debt to total assets ratio
4391,175649,1355790,12/31/2020,2020,INTERNATIONAL STEM CELL CORP,-0.38215488200000003,0.632575758,-0.359848485,-0.515226026,3.265231333,0.7,1.472016183,0.853674983,0.581928523,-1.218764408,1.006241725
4393,175654,1370450,12/31/2020,2020,WILLDAN GROUP INC,-0.037076065,0.330945317,0.026604941,-0.035328266000000004,2.395666746,39.234,1.316482346,0.812920972,0.27401205100000003,2.425592916,0.5877296670000001
4395,175689,7431,12/31/2020,2020,ARMSTRONG WORLD INDUSTRIES,-0.105774362,0.44529832399999997,0.275589711,-0.05766657,3.0048107760000002,139.5,1.8096343590000001,1.336622171,0.86883343,3.8112663560000004,0.737620017
4397,175908,1360565,12/31/2020,2020,WHERE FOOD COMES FROM INC,0.06898784599999999,0.494371389,0.133691971,0.071215549,2.686111854,4.35,2.392445583,2.392445583,1.589628681,1.5603337609999999,0.359111477
4399,175955,1111928,12/31/2020,2020,IPG PHOTONICS CORP,0.132896486,0.521605298,0.271556161,0.05435569,0.558976238,1933.499,10.01070473,8.309724203,7.035968273,1.132242551,0.11635691699999999
4401,175966,1369568,12/31/2020,2020,CATALYST PHARMACEUTICALS INC,0.629722943,0.857675544,0.347643882,0.38981773200000003,0.7477393179999999,136.488,6.997890666,6.79350501,6.511205836,1.134176111,0.118302713
4403,176017,1368148,12/31/2020,2020,ATHERSYS INC,-54.69791667,-53.77916667,-53.77916667,-1.3190374120000001,0.026392477999999997,31.607,2.3769713340000003,2.3769713340000003,2.373094014,1.9040239780000001,0.0
4405,176018,1304730,06/30/2020,2020,HQDA ELDERLY LF NTWRK CORP,-9.708163265,0.726530612,-1.459183673,-0.187623255,1.3351498640000001,-4.4719999999999995,0.075842116,0.075842116,0.024798512,1.235876188,0.190857458
4407,176022,1367644,12/31/2020,2020,EMERGENT BIOSOLUTIONS INC,0.19615533,0.706442073,0.40009000899999997,0.105819922,1.300610419,811.4,3.110273082,2.31183355,1.711313394,1.9925362819999999,0.498127081
4409,176035,1282631,12/31/2020,2020,NETLIST INC,-0.153872211,0.14561544699999998,-0.141635263,-0.28759101,1.895577494,-2.7260000000000004,0.90138909,0.78570395,0.616408624,-9.645801527,1.103672048
4411,176082,1304161,10/31/2020,2020,PHARMA-BIO SERV INC,0.09511222400000001,0.31311445,0.10721573,0.06855175599999999,0.75440806,24.791,7.535987345,7.535987345,4.64170841,1.317031298,0.240716601
4413,176161,1309057,06/30/2020,2020,CHINA HEALTH INDUSTRIES HLDG,0.35753121200000004,0.75302054,0.573600483,0.073617215,0.23765882600000002,33.223,4.877567694,4.783380019,4.239028945,1.21599274,0.177626669
4415,176169,1316517,12/31/2020,2020,KANDI TECHNOLOGIES GROUP,-0.13512564800000001,0.276803474,-0.072996971,-0.02098738,0.250462366,223.31900000000002,3.66499994,3.429943793,2.302731601,1.226573742,0.18472084800000002
4417,176198,1098880,12/31/2020,2020,INTELGENX TECHNOLOGIES CORP,-4.562176166,-3.623056995,-3.623056995,-0.633567188,0.358652729,-0.063,0.985576923,0.929716117,0.643772894,-11.66631689,1.085716856
4419,176247,1374535,12/31/2020,2020,ALTRA INDUSTRIAL MOTION CORP,-0.014774043999999998,0.434530707,0.20857473899999998,-0.006059742,2.306869821,387.6,2.074875208,1.4914032169999998,0.804492512,2.10752742,0.525510325
4421,176251,1371489,12/31/2020,2020,INFORMATION SERVICES GROUP,0.011058572,0.398389583,0.073383963,0.011502171,2.173607294,63.95399999999999,2.262391188,2.262391188,0.930538284,2.416050516,0.586101369
4423,176346,1289636,12/31/2020,2020,PROFIRE ENERGY INC,-0.101402675,0.46712335200000005,-0.089286546,-0.045030317,0.83058523,23.421,10.69813665,7.213664596,5.4447204970000005,1.065040113,0.061068227999999995
4425,176362,1368622,04/30/2021,2020,AEROVIRONMENT INC,0.059078985,0.46547078799999997,0.17609999199999998,0.025125839,0.983253577,305.453,4.175682279,3.430805219,2.034755939,1.517034176,0.34080399200000006
4428,176378,1140215,12/31/2020,2020,REEDS INC,-0.24455124399999997,0.30887901,-0.204926108,-0.5074038989999999,2.254944459,9.527999999999999,2.067323849,0.8217766329999999,0.21687016899999997,1.9453928230000002,0.48127835700000005
4430,176503,1096938,12/31/2020,2020,UNITED HEALTH PRODUCTS INC,-15711.0,1.0,-14848.0,-72.40092166,0.00862069,-1.054,0.099145299,0.039316238999999996,0.039316238999999996,-0.227701994,5.3917050689999995
4432,176523,1377630,12/31/2020,2020,NATIONAL CINEMEDIA INC,-0.723451327,0.51880531,-0.23119469,-0.07379824,0.452226113,149.9,3.998,3.998,3.674,-1.8731769180000002,1.303091853
4434,176567,1375365,06/30/2020,2020,SUPER MICRO COMPUTER INC,0.025247351,0.167327637,0.049035406,0.043941405,2.096536141,885.1260000000001,2.250822811,1.047521674,0.342915486,1.800632543,0.444552565
4436,176572,1377789,06/30/2020,2020,AVIAT NETWORKS INC,0.0010769269999999999,0.373291374,0.049505115999999995,0.001429358,1.705194712,45.98,1.489305097,1.327221454,0.55308077,2.6179147069999997,0.618016585
4438,176636,1360214,12/31/2020,2020,HARROW HEALTH INC,-0.068691044,0.745943402,0.057191381,-0.05840902,1.217786748,29.331999999999997,3.7161774239999996,3.3492916010000005,3.102787295,2.1143361659999997,0.533215019
4440,176670,1138723,06/30/2020,2020,ACCURAY INC,0.009994046,0.410643776,0.05239888400000001,0.007795456,1.071169221,175.215,1.961288411,1.22406746,0.7243061159999999,7.7147324589999995,0.870377877
4442,176692,1355250,06/30/2020,2020,INNOVATION PHARMACEUTICALS I,-15.71631206,-10.07565012,-10.07565012,-0.718858131,0.069230769,-1.2590000000000001,0.829149138,0.829149138,0.829149138,6.325581395,0.841911765
4444,176760,1381531,12/31/2020,2020,DOMTAR CORP,-0.034775465,0.13636363599999998,0.06407448,-0.026153212999999998,1.4287949919999998,1729.0,3.090689238,2.3288996369999997,1.804111245,2.148672566,0.534596376
4446,176768,1378590,09/30/2020,2020,BRIDGELINE DIGITAL INC,0.029889062,0.585312185,-0.029889062,0.030581614,5.7254593179999995,-1.7,0.5284327320000001,0.5284327320000001,0.343966713,2.447199265,0.591369606
4448,176782,1366246,12/31/2020,2020,GLU MOBILE INC,0.037828247999999995,0.661671495,0.059858802999999995,0.031271459,1.1672526090000002,282.37,2.562627973,2.562627973,2.37131299,1.5676442240000001,0.36210016
4450,176867,1358190,12/31/2020,2020,IT TECH PACKAGING INC,-0.055021151,0.212951864,0.10242414,-0.027787506,6.770608357,-3.431,0.812922574,0.74563795,0.290567067,1.141615262,0.12404815
4452,176874,1314772,12/31/2020,2020,SUMMER INFANT INC,-0.0070959890000000005,0.327439327,0.059961750999999994,-0.014745039,2.9039792060000003,14.954,1.3881736059999998,0.73603468,0.061260512999999996,14.59707031,0.931493102
4454,176928,1383312,06/30/2020,2020,BROADRIDGE FINANCIAL SOLUTNS,0.10211967300000001,0.329565025,0.188474277,0.094584646,3.4103915660000004,-13.1,0.9902318990000001,0.974200283,0.443814779,3.6314890460000004,0.7246308640000001
4456,176992,1401040,12/31/2020,2020,DIAMEDICA THERAPEUTICS INC,,,,-0.437515572,0.0,25.893,13.76775148,13.76775148,13.60009862,1.079995387,0.074070119
4458,177108,1385280,12/31/2020,2020,CINEMARK HOLDINGS INC,-0.898760036,-0.48241902299999995,-0.48241902299999995,-0.110882015,0.7687620340000001,286.306,1.4721085809999999,1.451343164,1.13735384,7.059787582,0.85637602
4460,177109,1388430,12/31/2020,2020,CAI INTERNATIONAL INC,0.094325761,0.942301871,0.855190077,0.010614966000000002,1.3696555519999998,-105.588,0.670295082,0.670295082,0.219703357,4.366211824,0.7312135809999999
4462,177111,1293282,12/31/2020,2020,TECHTARGET INC,0.115032081,0.7549940690000001,0.234256214,0.037383259,1.16133779,81.345,2.752445172,2.752445172,1.886768064,2.2545899869999997,0.556460374
4465,177182,1385508,12/31/2020,2020,OPIANT PHARMACEUTICALS INC,-0.062818565,-0.071459916,-0.071459916,-0.030702985,0.501277517,52.678999999999995,9.205451712999999,9.205451712999999,7.817445482999999,1.707793306,0.414449046
4467,177227,1145197,12/31/2020,2020,INSULET CORP,0.007518797,0.695267581,0.127598408,0.0036307329999999997,0.724273244,1040.9,6.009143407000001,5.266602502,4.863330125,3.1028827039999998,0.677719045
4469,177228,1389545,12/31/2020,2020,NOVABAY PHARMACEUTICALS INC,-1.111234145,0.605496275,-0.647171331,-0.724438903,0.697514394,11.409,5.0271796680000005,4.812566184,4.422167314,1.237051469,0.191626198
4471,177257,1138639,12/31/2020,2020,INFINERA CORP,-0.152496024,0.368816373,-0.005541474,-0.119320842,1.276608408,427.98699999999997,1.6751797640000001,1.2503289229999999,0.74640866,4.06418491,0.753948203
4473,177287,1232524,12/31/2020,2020,JAZZ PHARMACEUTICALS PLC,0.100955886,0.9448951520000001,0.44158469,0.036508509,0.832368515,2185.823,4.343540677,4.197618337,3.5911280389999995,1.785916567,0.440055013
4475,177315,1391127,12/31/2020,2020,LIMELIGHT NETWORKS INC,-0.083742409,0.45476858600000003,0.038124365,-0.061356938,1.345738773,145.256,6.630513992999999,6.630513992999999,5.229824017,1.793335312,0.442379797
4477,177367,1386570,12/31/2020,2020,CHROMADEX CORP,-0.33624719399999997,0.614070911,-0.287965979,-0.519448355,1.839194264,15.743,1.955511046,1.246419034,1.082908473,2.335484657,0.571823348
4479,177528,1320760,12/31/2020,2020,TSS INC,0.00175314,0.150969775,0.0028627220000000003,0.003318212,2.147036402,2.904,1.160583942,1.105120549,1.054523336,7.479736097999999,0.8663054440000001
4481,177637,1411579,12/31/2020,2020,AMC ENTERTAINMENT HOLDINGS,-3.693737927,-0.764488088,-0.8906149390000001,-0.446566891,2.5511293630000003,-1091.5,0.308520748,0.29502692399999997,0.232309154,-3.561886936,1.27813242
4483,177744,1392972,12/31/2020,2020,PROS HOLDINGS INC,-0.304978924,0.634662314,-0.18301350100000002,-0.14257062,0.640182602,246.382,2.665666112,2.665666112,2.330493922,4.613677726000001,0.783253175
4485,177764,894158,12/31/2020,2020,SYNTHETIC BIOLOGICS INC,,,,-1.1941736029999999,0.0,4.968,2.674983142,2.674983142,2.516857721,-1.160960795,0.374791914
4487,177780,1158172,12/31/2020,2020,COMSCORE INC,-0.134587514,0.526317563,0.063698615,-0.070678644,2.598233963,-47.245,0.743616877,0.743616877,0.367119794,2.9606969739999998,0.662241692
4490,177881,937556,12/31/2020,2020,MASIMO CORP,0.210101211,0.675295346,0.248874748,0.140318075,1.03866723,867.329,4.709133752,3.785614704,3.00992576,1.216594916,0.178045397
4492,177900,1382943,06/30/2020,2020,PREDICTIVE TECHNOLOGY GROUP,-3.5092263,0.157767685,-1.467288572,-1.022983707,3.1725077880000003,-13.132,0.36974467299999997,0.29703398,0.29045882100000003,1.516404413,0.34492259200000003
4495,177943,1393883,12/31/2020,2020,DHI GROUP INC,-0.219282865,0.875458437,0.155174681,-0.124550287,4.087740779,-31.9,0.512120517,0.512120517,0.18571537800000001,1.889056988,0.470635345
4497,177966,1411207,12/31/2020,2020,ALLISON TRANSMISSION HLDGS,0.14368092300000002,0.553099471,0.333974051,0.06678579400000001,2.752645503,383.0,2.0268096509999998,1.54155496,0.930294906,5.9219576720000004,0.831136922
4499,177981,1269026,12/31/2020,2020,SINTX TECHNOLOGIES INC,-11.83333333,0.34006734,-14.17676768,-0.230860183,0.02152954,24.711,9.583188607,9.548801667000001,8.889892324,1.1799333440000002,0.152494499
4501,177983,1398659,12/31/2020,2020,GENPACT LTD,0.083107217,0.380389483,0.168170828,0.063255397,2.121015994,546.232,1.4541956169999999,1.4541956169999999,0.7141088409999999,2.656981762,0.623633096
4503,178015,1397187,01/31/2021,2020,LULULEMON ATHLETICA INC,0.133786731,0.6007227820000001,0.22676816,0.140712723,2.072078005,1241.201,2.405380342,1.672538265,1.586816021,1.6357658940000002,0.388665576
4505,178073,1464790,12/31/2020,2020,B. RILEY FINANCIAL INC,0.227255154,0.893662605,0.417221932,0.077044237,,0.0,,,,5.194699036,0.795826088
4507,178081,1099590,12/31/2020,2020,MERCADOLIBRE INC,-0.00017793,0.434158096,0.052595908,-0.00010833,0.743147265,1710.9270000000001,1.47056751,1.438074689,1.0595313929999999,3.9515735860000003,0.746936258
4509,178083,1124610,01/31/2021,2020,VMWARE INC -CL A,0.174895895,0.867510835,0.24721679300000002,0.070926385,1.36634928,226.0,1.026949678,1.026949678,0.62031958,3.20583361,0.688068652
4511,178097,1087294,12/31/2020,2020,CUMBERLAND PHARMACEUTICALS,-0.08918031,0.76888972,-0.074570658,-0.034614307999999996,0.7492695620000001,24.303,1.9468578330000001,1.532395683,1.0501422059999999,2.052797344,0.51408312
4513,178118,1402328,12/31/2020,2020,SUNSHINE BIOPHARMA INC,-39.21126761,0.6338028170000001,-7.929577465,-2.664114833,0.06920078,-0.025,0.97621313,0.95432921,0.9524262609999999,-0.9905213270000001,1.9138755980000002
4515,178153,87050,12/31/2020,2020,NEONODE INC,-0.9366644390000001,-0.9064171120000001,-0.9064171120000001,-0.338221096,0.40846416399999996,10.44,3.4798099760000003,3.1774346789999997,2.660570071,1.096539403,0.282524741
4517,178157,1376339,12/31/2020,2020,MIMEDX GROUP INC,-0.19853847600000002,0.84974661,-0.171233594,-0.24394155399999998,1.545502655,101.455,2.7148676519999997,2.539738346,1.771204489,-1346.88,0.547507326
4519,178291,1335105,12/31/2020,2020,LIXTE BIOTECHNOLOGY HOLDINGS,,,,-0.6245218060000001,0.0,5.012,24.2037037,24.2037037,24.2037037,3.457671958,0.041315991
4521,178310,816761,12/31/2020,2020,TERADATA CORP,0.070261438,0.638344227,0.149237473,0.058823529000000006,1.75862069,92.0,1.096638655,1.066176471,0.6292016810000001,5.4825,0.817601459
4524,178387,1404804,12/31/2020,2020,OMNITEK ENGINEERING CORP,-0.559360731,0.327625571,-0.53196347,-0.501535312,0.911550468,-0.6609999999999999,0.592478422,0.085696671,0.061035757999999996,-1.11784897,1.89457523
4526,178413,1374328,12/31/2020,2020,FITLIFE BRANDS INC,0.400754231,0.43202722600000004,0.1950883,0.519494456,1.8313821280000002,7.744,2.8755146519999997,2.05182853,1.547105837,1.393883995,0.282580184
4528,178507,1408198,12/31/2020,2020,MSCI INC,0.354975551,0.8279428329999999,0.573030394,0.14333712699999998,0.8804485670000001,903.829,1.884572736,1.884572736,1.337904164,-9.472754797999999,1.105565912
4530,178513,1404935,07/31/2020,2020,THC THERAPEUTICS INC,,,,-22.64705882,0.0,-1.821,0.02306867,0.02306867,0.02306867,-0.047779651,21.92941176
4532,178644,1328792,03/31/2021,2020,TECHPRECISION CORP,0.020582201,0.267248012,0.08508591900000001,0.020057486,1.571860512,5.202000000000001,2.102118644,1.832627119,0.5317796610000001,1.6097364719999998,0.378780305
4534,178672,1376139,12/31/2020,2020,CVR ENERGY INC,-0.065139949,0.020101781000000003,-0.00178117,-0.06435394700000001,2.8031383739999995,743.0,2.127465857,1.675265554,1.405159332,3.903827282,0.693564605
4536,178797,1201792,12/31/2020,2020,AMERICAN PUBLIC EDUCATION,0.058492472000000004,0.6203645289999999,0.135332598,0.050730692,1.27788809,196.752,4.57354063,4.57354063,4.25293327,1.208823002,0.17274903100000003
4538,178803,1125376,12/31/2020,2020,ENSIGN GROUP INC,0.07095575,0.16959530399999997,0.115637419,0.06697025200000001,4.121401958,20.557,1.036552341,1.036552341,0.4941225,3.111660638,0.678569268
4540,178847,1371217,12/31/2020,2020,RESHAPE LIFESCIENCES INC,-1.914328702,0.701743517,-0.954951766,-0.58363239,1.263305009,-2.661,0.770702283,0.577337355,0.35157259799999996,2.558224615,0.609076927
4542,178865,1410172,12/31/2020,2020,RUBICON TECHNOLOGY INC,-0.237967316,0.315200358,-0.310499216,-0.034026889,0.157900318,26.985,21.67816092,20.748659,20.45287356,1.043594455,0.041773367
4544,178907,1397047,12/31/2020,2020,FLEXSHOPPER INC,-0.002537011,0.502051994,0.051441619,-0.004981758,2.152348832,45.196999999999996,3.648054839,1.139149285,0.551324115,-5.8582832620000005,0.836569034
4546,178976,1157408,06/30/2020,2020,STRIDE INC,0.023546142000000003,0.37110490799999996,0.084607957,0.022833173,2.076252167,227.855,1.833363812,1.7298585309999999,0.866214852,1.58924465,0.370770259
4548,179058,1409375,03/31/2021,2020,ORION ENERGY SYSTEMS INC,0.223566247,0.269855256,0.071619217,0.281552666,2.067821195,26.159000000000002,1.861286711,1.2174700379999999,0.674140656,1.598322829,0.374344168
4550,179137,1352952,12/31/2020,2020,CFN ENTERPRISES INC,-2.812252964,-0.057312253,-2.42687747,-3.162222222,2.090909091,-0.998,0.19516129,0.163709677,0.15645161300000002,-0.299003322,4.344444444
4552,179141,1376231,12/31/2020,2020,VPR BRANDS LP,-0.142172927,0.427022939,-0.004285354,-0.621145374,6.429497569,-1.892,0.24591470699999998,0.063371861,0.055799123,-0.40499554,3.469162996
4554,179182,1414043,12/31/2020,2020,FRIENDABLE INC,-10.26119403,0.880597015,-4.417910448,-27.68456376,2.697986577,-5.287999999999999,0.027404819,0.027404819,0.025013794,-0.028177005,36.48993289
4556,179202,1415404,12/31/2020,2020,ECHOSTAR CORP,-0.021266937000000003,0.605820096,0.338667106,-0.0056762340000000005,0.649192287,1482.915,2.040517243,1.9717591780000001,1.83872181,1.996805496,0.49002255200000006
4558,179249,1120370,12/31/2020,2020,BROADWIND INC,-0.007491335,0.118627076,0.033758867000000005,-0.012424592,3.9232335210000002,2.6239999999999997,1.054699714,0.49761314100000004,0.130933272,2.943410147,0.660258017
4560,179288,1413898,12/31/2020,2020,DALLASNEWS CORP,-0.044536905999999994,-0.049572582999999996,-0.049572582999999996,-0.05577243,1.751288221,56.622,2.7984373010000003,2.735738788,1.4863105069999998,2.655037924,0.623357546
4562,179372,1413119,12/31/2020,2020,KRAIG BIOCRAFT LABORATORIES,,,,-3.892717306,0.0,-6.632000000000001,0.10991813199999999,0.10991813199999999,0.10991813199999999,-0.108293758,6.148003132
4564,179413,1180145,06/30/2020,2020,CARDIOVASCULAR SYSTEMS INC,-0.11514088199999999,0.80632015,-0.095512482,-0.080219369,0.8222246940000001,243.183,6.464049791,5.841526985,5.275041567,1.263129111,0.208315293
4567,179461,1385818,06/30/2020,2020,AYTU BIOPHARMA INC,-0.492942965,0.7302764909999999,-0.59152432,-0.08912167300000001,0.36859376299999996,46.659,2.648320203,2.295086021,2.112233723,1.608546019,0.37832055299999995
4569,179534,1403161,09/30/2020,2020,VISA INC,0.49739082700000004,0.6809484570000001,0.6809484570000001,0.134282431,0.790233315,13135.0,1.9052377669999998,1.9052377669999998,1.700206754,2.59989076,0.552515478
4571,179577,1420800,12/31/2020,2020,COLFAX CORP,0.013880888000000001,0.449926061,0.150573684,0.005798098000000001,2.254885892,550.1709999999999,1.677835985,0.9819492940000001,0.344974115,2.074723704,0.511956732
4573,179583,1408710,06/30/2020,2020,FABRINET,0.069117135,0.131814627,0.092652372,0.082148594,1.446735092,797.31,3.3620780580000003,2.4443187,1.525241004,1.4176665030000002,0.294615484
4575,179598,744218,12/31/2020,2020,CELLDEX THERAPEUTICS INC,-8.05877595,-6.153006201,-6.153006201,-0.253479083,0.037494377,183.637,13.926721100000002,13.926721100000002,13.79987329,1.126487292,0.112284704
4577,179621,1413329,12/31/2020,2020,PHILIP MORRIS INTERNATIONAL,0.280755559,0.6981598940000001,0.44186938,0.17976124100000002,1.335101433,1877.0,1.095692072,0.606729544,0.414988529,-3.56608578,1.237219681
4579,179624,1413263,03/31/2021,2020,CHINA JO-JO DRUGSTORES INC,-0.060990724,0.233657566,-0.050662861,-0.07637967799999999,1.843107124,7.336,1.113038923,0.8515054390000001,0.566211594,4.129705163,0.7704564909999999
4581,179657,1417398,09/30/2020,2020,HILLENBRAND INC,-0.023877632000000003,0.363170441,0.18077075899999998,-0.015072478,1.8376286780000002,517.6,1.6074404409999998,1.15514611,0.665062786,3.7652502360000004,0.729297286
4584,179671,1340652,12/31/2020,2020,CHEMOCENTRYX INC,-0.8530612870000001,-0.8380206809999999,-0.8380206809999999,-0.10667972,0.14695518300000002,390.01199999999994,8.564529268,8.564529268,8.561251406,1.345647061,0.256863089
4586,179686,1375151,12/31/2020,2020,ZOGENIX INC,-15.34728432,-16.34186029,-16.34186029,-0.321568658,0.026127306,439.459,6.31292994,6.300525902,6.232533397999999,1.7613865380000002,0.432265446
4588,179690,1739942,12/31/2020,2020,SOLARWINDS CORP,0.155483345,0.9243515520000001,0.391691465,0.027751592999999998,1.9878591780000001,21.529,1.04382904,1.04382904,0.806512162,1.8967375219999998,0.47277892299999996
4590,179738,1421517,12/31/2020,2020,ENERGY RECOVERY INC,0.22176558600000001,0.7951523709999999,0.315306002,0.129149251,0.830960046,127.462,9.103630237,8.356729608,7.523809524,1.190474526,0.159998825
4592,179817,1421182,12/31/2020,2020,VERSO CORP,-0.074319352,0.024282561,-0.029433407,-0.081124498,2.9163090130000002,293.0,2.693641618,1.398843931,0.919075145,1.820175439,0.45060241
4594,179819,1423221,10/31/2020,2020,QUANEX BUILDING PRODUCTS,0.045205755,0.226431557,0.12273052300000001,0.05566344,4.107806817,77.066,1.5917229730000002,1.121967138,0.44408783799999996,1.9439704969999998,0.485588901
4596,179834,1217234,12/31/2020,2020,CAREDX INC,-0.097370365,0.7062863559999999,-0.080319885,-0.050782745,0.703757273,203.88,3.945519164,3.800872618,3.300648685,1.327111521,0.24648382300000002
4598,179840,1162194,12/31/2020,2020,FLUIDIGM CORP,-0.392612778,0.711990166,-0.28592162600000004,-0.16326053,1.147718484,63.413999999999994,2.168943206,1.806005641,1.337370274,2.3355411719999997,0.57183371
4600,179841,1200375,12/31/2020,2020,CODEXIS INC,-0.347688832,-0.31814759,-0.31814759,-0.10832588900000001,0.374443535,159.442,7.3825307229999995,7.343941395,6.171530363,1.303010529,0.23254649300000002
4602,180057,1425205,12/31/2020,2020,IOVANCE BIOTHERAPEUTICS INC,,,,-0.337794649,0.0,581.229,11.59264457,11.59264457,11.59264457,1.170548398,0.145694365
4604,180083,1434588,12/31/2020,2020,GRAND CANYON EDUCATION INC,0.304699939,0.609385662,0.36333071100000003,0.13943344300000002,2.529187216,215.024,2.811216496,2.811216496,2.234269445,1.171660434,0.146510396
4606,180146,314227,12/31/2020,2020,TOMI ENVIRONMENTAL SOLUTINS,0.175443503,0.602724948,0.210604123,0.261836613,1.826061579,11.503,6.221516114,4.505220154,2.727644122,1.2702620820000001,0.21270125199999998
4608,180229,1436126,12/31/2020,2020,MISTRAS GROUP INC,-0.167846553,0.33872059200000004,0.06971654,-0.170510515,3.6446170689999997,52.74100000000001,1.4801314559999998,1.36056515,0.380765974,2.960664092,0.6618985
4610,180267,1413488,08/31/2020,2020,CANNABIS GLOBAL INC,-182.5555556,0.074074074,-134.11111110000002,-2.12,0.346153846,-3.682,0.020744681,0.000531915,0.000531915,-1.620209059,1.617204301
4612,180272,1627014,12/31/2020,2020,BLACK KNIGHT INC,0.213241825,0.43197416200000005,0.43197416200000005,0.043362614,4.310824922,-4.0,0.986268452,0.986268452,0.28904909,2.3178064469999997,0.473655693
4614,180345,1386301,06/30/2020,2020,RESEARCH SOLUTIONS INC,-0.021314272999999998,0.310312631,-0.026658939,-0.044690475,2.109556476,4.769,1.479103878,1.479103878,1.03214788,3.048569665,0.6719773170000001
4616,180363,1267602,12/31/2020,2020,ALIMERA SCIENCES INC,-0.105057064,0.863419913,0.034927194,-0.104984761,1.455910159,22.558000000000003,2.8268545510000003,2.60447036,1.211532232,-1.869325492,1.1568773970000001
4618,180405,718877,12/31/2020,2020,ACTIVISION BLIZZARD INC,0.27170418,0.776032649,0.406628741,0.095071184,0.765357312,7465.0,3.408064516,3.408064516,3.0687096769999997,1.536809204,0.34930113799999996
4620,180466,1433660,12/31/2020,2020,JOHN BEAN TECHNOLOGIES,0.06297025099999999,0.351545318,0.15082764199999998,0.060246968,2.8044148680000003,158.6,1.3466666669999998,0.9154098359999999,0.250054645,2.834562863,0.647211916
4622,180474,1439288,12/31/2020,2020,ZURN WATER SOLUTIONS CORP,0.082478543,0.41288116700000005,0.188402763,0.034753462,1.578825603,590.2,2.858897638,1.819212598,0.922834646,2.36795934,0.576813384
4624,180483,1378992,09/30/2020,2020,BERRY GLOBAL GROUP INC,0.047741054000000005,0.252199163,0.17960543199999998,0.03347105,3.06759235,1634.0,1.7485112230000002,1.167659185,0.49473202,7.983269598,0.87473804
4626,180652,1442145,12/31/2020,2020,VERISK ANALYTICS INC,0.255943403,0.6430726139999999,0.495977878,0.09425004599999999,3.5061697310000004,-636.6,0.555074084,0.555074084,0.235113223,2.802535023,0.643180195
4628,180683,1420720,06/30/2020,2020,IBIO INC,-9.975121359,-8.138956311,-7.131067961,-0.17453205800000002,0.026689123999999998,56.512,11.79297173,11.64056532,10.56646295,1.6635875519999999,0.399006253
4630,180711,1730168,10/31/2020,2020,BROADCOM INC,0.12391158699999999,0.751967515,0.482794709,0.038981734,2.008238756,5524.0,1.8670538380000001,1.7096217230000001,1.3490817769999999,3.180573008,0.685235668
4632,180734,1434674,06/30/2020,2020,CHINA MEDIA INC,,,,-4.6,0.0,-1.2570000000000001,0.003961965,0.003961965,0.003961965,-0.040355125,25.78
4634,180822,1437226,12/31/2020,2020,MASTECH DIGITAL INC,0.050803448,0.269643124,0.090890825,0.096632891,4.716111476,19.186,1.873242001,1.873242001,0.41067771200000003,1.714108142,0.416606236
4636,180899,1572386,12/31/2020,2020,GREENWAY TECHNOLOGIES INC,,,,-195.5384615,0.0,-8.844,0.0014677660000000001,0.0014677660000000001,0.0014677660000000001,-0.001469923,681.3076923
4639,181070,1417663,12/31/2020,2020,SANUWAVE HEALTH INC,-7.625585407999999,0.7135814640000001,-3.9682031060000003,-1.34345145,0.511730575,-28.246,0.219162935,0.137419141,0.072317134,-1.678547999,1.5957529959999999
4641,181104,1124804,12/31/2020,2020,ALLSCRIPTS HEALTHCARE SOLTNS,0.46609902200000003,0.478617156,0.12418713,0.24006124199999998,1.30304486,218.445,1.233686751,1.233686751,0.720737673,1.751015908,0.428902961
4643,181269,1309402,12/31/2020,2020,GREEN PLAINS INC,-0.056544120999999996,0.044409292999999996,0.000259393,-0.068892158,2.994800367,189.797,1.4193889819999999,0.8239024559999999,0.6996548490000001,2.440924663,0.5081033389999999
4645,181290,1438231,12/31/2020,2020,DIGIMARC CORP,-1.356273447,0.765235515,-1.238474364,-0.335336192,0.286167573,74.056,8.575286416,8.575286416,8.175634206,1.158004034,0.135929835
4647,181309,1437283,12/31/2020,2020,REGO PAYMENT ARCHITECTES INC,,,,-19.049673199999997,0.0,-37.698,0.011433367,0.011433367,0.011433367,-0.020502786999999998,49.84836601
4649,181800,1440799,04/30/2021,2020,MMEX RESOURCES CORP,,,,-29.16409037,0.0,-6.242999999999999,0.05566480099999999,0.05566480099999999,0.05566480099999999,-0.14550173,7.860879905
4651,181931,1441236,12/31/2020,2020,CLEARWATER PAPER CORP,0.041260837,0.216846837,0.15000535199999998,0.042823817,3.9347231,230.1,1.93995098,0.864379085,0.20874183,3.45499904,0.710564319
4653,181970,1438943,03/31/2021,2020,MALACHITE INNOVATIONS INC,,,,-0.982162765,0.0,0.8540000000000001,26.87878788,26.87878788,26.87878788,1.0381944440000002,0.036789298
4655,182023,1444307,07/31/2020,2020,ONCOSEC MEDICAL INC,,,,-1.41300204,0.0,13.144,2.358131845,2.358131845,2.358131845,2.1559480890000002,0.53616694
4657,182112,1305323,12/31/2020,2020,ZOVIO INC,-0.123267216,0.372971966,-0.11276160199999999,-0.303472902,5.16862546,6.05,1.0854725,1.0854725,0.954763149,2.7239812889999997,0.6328902829999999
